578305,4 5 7 A Q,1,5480
346983,3 5 7 A Q,1,5484
231322,2 5 7 A Q,1,5488
247845,3 4 7 A Q,1,5492
165230,2 4 7 A Q,1,5496
99138,2 3 7 A Q,1,5500
489335,4 5 6 A Q,1,5504
293601,3 5 6 A Q,1,5508
195734,2 5 6 A Q,1,5512
209715,3 4 6 A Q,1,5516
139810,2 4 6 A Q,1,5520
83886,2 3 6 A Q,1,5524
133455,3 4 5 A Q,1,5528
88970,2 4 5 A Q,1,5532
53382,2 3 5 A Q,1,5536
38130,2 3 4 A Q,1,5540
8833081,8 9 A J T,1,5544
6754709,7 9 A J T,1,5548
5715523,6 9 A J T,1,5552
3637151,5 9 A J T,1,5556
2597965,4 9 A J T,1,5560
1558779,3 9 A J T,1,5564
1039186,2 9 A J T,1,5568
6043687,7 8 A J T,1,5572
5113889,6 8 A J T,1,5576
3254293,5 8 A J T,1,5580
2324495,4 8 A J T,1,5584
1394697,3 8 A J T,1,5588
929798,2 8 A J T,1,5592
3910621,6 7 A J T,1,5596
2488577,5 7 A J T,1,5600
1777555,4 7 A J T,1,5604
1066533,3 7 A J T,1,5608
711022,2 7 A J T,1,5612
2105719,5 6 A J T,1,5616
1504085,4 6 A J T,1,5620
902451,3 6 A J T,1,5624
601634,2 6 A J T,1,5628
957145,4 5 A J T,1,5632
574287,3 5 A J T,1,5636
382858,2 5 A J T,1,5640
410205,3 4 A J T,1,5644
273470,2 4 A J T,1,5648
164082,2 3 A J T,1,5652
4992611,7 8 9 A J,1,5656
4224517,6 8 9 A J,1,5660
2688329,5 8 9 A J,1,5664
1920235,4 8 9 A J,1,5668
1152141,3 8 9 A J,1,5672
768094,2 8 9 A J,1,5676
3230513,6 7 9 A J,1,5680
2055781,5 7 9 A J,1,5684
1468415,4 7 9 A J,1,5688
881049,3 7 9 A J,1,5692
587366,2 7 9 A J,1,5696
1739507,5 6 9 A J,1,5700
1242505,4 6 9 A J,1,5704
745503,3 6 9 A J,1,5708
497002,2 6 9 A J,1,5712
790685,4 5 9 A J,1,5716
474411,3 5 9 A J,1,5720
316274,2 5 9 A J,1,5724
338865,3 4 9 A J,1,5728
225910,2 4 9 A J,1,5732
135546,2 3 9 A J,1,5736
2890459,6 7 8 A J,1,5740
1839383,5 7 8 A J,1,5744
1313845,4 7 8 A J,1,5748
788307,3 7 8 A J,1,5752
525538,2 7 8 A J,1,5756
1556401,5 6 8 A J,1,5760
1111715,4 6 8 A J,1,5764
667029,3 6 8 A J,1,5768
444686,2 6 8 A J,1,5772
707455,4 5 8 A J,1,5776
424473,3 5 8 A J,1,5780
282982,2 5 8 A J,1,5784
303195,3 4 8 A J,1,5788
202130,2 4 8 A J,1,5792
121278,2 3 8 A J,1,5796
1190189,5 6 7 A J,1,5800
850135,4 6 7 A J,1,5804
510081,3 6 7 A J,1,5808
340054,2 6 7 A J,1,5812
540995,4 5 7 A J,1,5816
324597,3 5 7 A J,1,5820
216398,2 5 7 A J,1,5824
231855,3 4 7 A J,1,5828
154570,2 4 7 A J,1,5832
92742,2 3 7 A J,1,5836
457765,4 5 6 A J,1,5840
274659,3 5 6 A J,1,5844
183106,2 5 6 A J,1,5848
196185,3 4 6 A J,1,5852
130790,2 4 6 A J,1,5856
78474,2 3 6 A J,1,5860
124845,3 4 5 A J,1,5864
83230,2 4 5 A J,1,5868
49938,2 3 5 A J,1,5872
35670,2 3 4 A J,1,5876
3959657,7 8 9 A T,1,5880
3350479,6 8 9 A T,1,5884
2132123,5 8 9 A T,1,5888
1522945,4 8 9 A T,1,5892
913767,3 8 9 A T,1,5896
609178,2 8 9 A T,1,5900
2562131,6 7 9 A T,1,5904
1630447,5 7 9 A T,1,5908
1164605,4 7 9 A T,1,5912
698763,3 7 9 A T,1,5916
465842,2 7 9 A T,1,5920
1379609,5 6 9 A T,1,5924
985435,4 6 9 A T,1,5928
591261,3 6 9 A T,1,5932
394174,2 6 9 A T,1,5936
627095,4 5 9 A T,1,5940
376257,3 5 9 A T,1,5944
250838,2 5 9 A T,1,5948
268755,3 4 9 A T,1,5952
179170,2 4 9 A T,1,5956
107502,2 3 9 A T,1,5960
2292433,6 7 8 A T,1,5964
1458821,5 7 8 A T,1,5968
1042015,4 7 8 A T,1,5972
625209,3 7 8 A T,1,5976
416806,2 7 8 A T,1,5980
1234387,5 6 8 A T,1,5984
881705,4 6 8 A T,1,5988
529023,3 6 8 A T,1,5992
352682,2 6 8 A T,1,5996
561085,4 5 8 A T,1,6000
336651,3 5 8 A T,1,6004
224434,2 5 8 A T,1,6008
240465,3 4 8 A T,1,6012
160310,2 4 8 A T,1,6016
96186,2 3 8 A T,1,6020
943943,5 6 7 A T,1,6024
674245,4 6 7 A T,1,6028
404547,3 6 7 A T,1,6032
269698,2 6 7 A T,1,6036
429065,4 5 7 A T,1,6040
257439,3 5 7 A T,1,6044
171626,2 5 7 A T,1,6048
183885,3 4 7 A T,1,6052
122590,2 4 7 A T,1,6056
73554,2 3 7 A T,1,6060
363055,4 5 6 A T,1,6064
217833,3 5 6 A T,1,6068
145222,2 5 6 A T,1,6072
155595,3 4 6 A T,1,6076
103730,2 4 6 A T,1,6080
62238,2 3 6 A T,1,6084
99015,3 4 5 A T,1,6088
66010,2 4 5 A T,1,6092
39606,2 3 5 A T,1,6096
28290,2 3 4 A T,1,6100
1893749,6 7 8 9 A,1,6104
1205113,5 7 8 9 A,1,6108
860795,4 7 8 9 A,1,6112
516477,3 7 8 9 A,1,6116
344318,2 7 8 9 A,1,6120
1019711,5 6 8 9 A,1,6124
728365,4 6 8 9 A,1,6128
437019,3 6 8 9 A,1,6132
291346,2 6 8 9 A,1,6136
463505,4 5 8 9 A,1,6140
278103,3 5 8 9 A,1,6144
185402,2 5 8 9 A,1,6148
198645,3 4 8 9 A,1,6152
132430,2 4 8 9 A,1,6156
79458,2 3 8 9 A,1,6160
779779,5 6 7 9 A,1,6164
556985,4 6 7 9 A,1,6168
334191,3 6 7 9 A,1,6172
222794,2 6 7 9 A,1,6176
354445,4 5 7 9 A,1,6180
212667,3 5 7 9 A,1,6184
141778,2 5 7 9 A,1,6188
151905,3 4 7 9 A,1,6192
101270,2 4 7 9 A,1,6196
60762,2 3 7 9 A,1,6200
